Identifiant de la station;Nom de la station;Capacité de la station;Lattitude;Longitude;Coordonnées géographiques
129077035;Emeriau - Place de Brazzaville;51;-964.337.196;-424.166.803;"48.8507852617,2.28715851903"
434419150;Bara - Henri Farman;36;-1.782.313.674;-1.455.596.845;"48.8332180275,2.26775676012"
210754072;Place Jean Delay;35;48.823.316;2.354.336;"48.823316,2.354336"
43165673;Belfort - Voltaire;39;488.563.358;23.829.901;"48.8563358,2.3829901"
27363323;Laffitte - Italiens;33;1.351.502.928;604.446.165;"48.8718157374,2.33720154785"
39599631;François Ponsard - La Muette;23;488.583.666;22.744.515;"48.8583666,2.2744515"
54000572;Diderot - Pierre Bourdan;21;-227.908.933;-1.174.208.791;"48.8476486208,2.39025827497"
100855693;Sabot - Rennes;26;-2.114.426.177;-295.141.187;"48.8525751129,2.33155276626"
52329;Chernoviz - Raynouard;37;154.357.105;-604.259.573;"48.8569864146,2.28217321814"
335780498;Greneta - Sebastopol;30;-1.793.257.159;1.641.937.221;"48.8652423332,2.35166698694"
15401095;Versailles - Claude Terrasse;46;-126.838.991;-120.895.681;"48.8402193381,2.26383419115"
349750111;Bleue - Trévise;30;612.997.085;-199.747.229;"48.8757890656,2.34728962183"
267976590;François Truffaut - Saint Emilion;66;-1.166.239.897;246.033.924;"48.8337235434,2.38660190327"
27362949;Louis Blanc - Jemmapes;31;176.635.970;1.732.442.781;"48.8793307553,2.36844856292"
54000553;Marignan - Champs-Elysées;35;557.678.870;1.627.583.507;"48.8694956612,2.3066138139"
214109662;Hôtel de ville de Fontenay-sous-Bois;20;-24.476.062;-1.503.835.996;"48.8494974911,2.47501641512"
292871105;Botzaris - Crimée;21;-846.966.656;1.021.827.019;"48.8795969869,2.38879133375"
653129435;Neuilly - Petit;16;-1.255.847.634;-988.769.050;"48.8992880358,2.29669243097"
422639331;Mairie de Neuilly sur Seine;31;1.607.164.302;-1.026.487.824;"48.8849472877,2.26770311594"
42541542;Gare Montparnasse - Edgar Quinet;33;229.262.575;1.832.079.756;"48.8414878511,2.32332322828"
653131074;Vanne - Général de Gaulle;25;48.815.007;2.328.318;"48.815007,2.328318"
129101773;Caulaincourt - Place Constantin Pecqueur;44;651.746.601;-148.151.629;"48.889677905,2.33817871443"
1057203651;Stade de France;44;1.323.030.054;1.066.941.447;"48.9191419536,2.36206557602"
235197110;Place de la Gare;46;-2.016.316.525;-1.546.581.363;"48.8025335801,2.42750376463"
214097180;Paul Doumer - Stalingrad;24;994.106.388;1.749.872.000;"48.8065189922,2.33688801527"
49117995;Condorcet - Turgot;20;-1.159.671.515;-164.726.868;"48.8798515579,2.34523236752"
15411223;Dareau - Broussais;24;488.307.758;23.361.804;"48.8307758,2.3361804"
82339935;Porte de la Muette;36;-370.439.394;-1.613.386.402;"48.8630231784,2.26871881702"
43247738;Ruisseau - Ordener;35;-1.112.885.160;1.891.569.895;"48.8929946257,2.34014488757"
75525462;Plantes - Moulin Vert;45;1.601.908.378;-668.120.826;"48.8300575531,2.32323020697"
80298493;Mairie du Kremlin-Bicêtre;25;304.339.366;-2.112.374.623;"48.8119198154,2.35701899976"
653097126;Place Paul Delouvrier;26;790.069.661;847.409.080;"48.8920258128,2.38515939564"
120564786;Filles Saint-Thomas - Place de la Bourse;58;-1.109.714.821;830.639.637;"48.8688998909,2.33975438452"
653155159;Marx Dormoy - Château Sainte-Barbe;22;1.172.729.550;1.127.434.940;"48.7905825118,2.2983071208"
653165196;Les Blagis;27;48.785.205;2.302.526;"48.785205,2.302526"
54000536;Saint-Fiacre - Poissonière;35;-1.481.172.651;-850.404.459;"48.8708289116,2.34592135996"
39565873;Jouffroy d'Abbans - Malesherbes;27;488.850.134;23.070.717;"48.8850134,2.3070717"
75352635;Place de la vache noire;25;-836.283.199;-124.173.389;"48.8104051706,2.32706040144"
54000552;Rome - Provence;30;1.898.066.578;-60.237.231;"48.8742300556,2.32557011172"
11580442;Geoffroy-Saint-Hilaire - Saint-Marcel;17;1.729.895.566;1.152.087.840;"48.8390782642,2.35687734067"
210568512;Assemblée Nationale;63;1.621.941.866;1.560.058.049;"48.8614110147,2.32012141852"
55927887;Gabriel Lamé;36;546.327.188;-1.935.727.010;"48.8351212784,2.38553456962"
129164969;Place Jean-Spire-Lemaître;50;1.798.052.513;816.573.881;"48.8468428627,2.45206207037"
336511521;Place de Rhin et Danube;17;291.970.950;-2.073.974.635;"48.8819276586,2.39258676767"
213684314;Fédération - Suffren;25;1.817.964.586;1.207.545.838;"48.8528281534,2.29787763208"
611152693;Tertres - Fontaine;28;-2.062.764.804;1.501.453.289;"48.7875536547,2.30623573065"
129032910;Marseille - Beaurepaire;55;-1.100.369.367;1.308.755.628;"48.871624307,2.36392650827"
1062162270;Théâtre;20;-2.088.040.276;-773.860.940;"48.9057683093,2.23539210223"
54001024;Parmentier - Abel rabaud;53;110.264.914;-709.545.080;"48.8692127384,2.37168882124"
338824395;Bourse du Travail;17;1.226.314.966;173.252.502;"48.8689766388,2.3623438552"
250061205;Quai d'Orsay - Invalides;18;1.297.858.130;793.716.460;"48.8630969001,2.31698962102"
568135465;Paul Vaillant Couturier - Chaptal;39;137.524.812;-1.302.435.657;"48.8934795762,2.27752536535"
129091653;Gare de Pont-Cardinet;34;1.736.541.674;692.689.295;"48.8871390148,2.31449414399"
218903767;René Boulanger - Lancry;62;488.685.433;23.600.032;"48.8685433,2.3600032"
43155320;Porte d'Orléans;48;488.227.639;23.249.313;"48.8227639,2.3249313"
216473073;Tardieu - Chappe;18;-1.136.212.022;-1.129.507.980;"48.8841467598,2.34184540808"
357409723;Place Violet;30;1.976.722.134;158.875.953;"48.8448789384,2.29057565331"
129119449;Ménilmontant - Pelleport;19;1.070.925.198;1.324.183.550;"48.8706826338,2.39895960233"
339797666;Charles de Gaulle - Jean Lolive;26;-2.137.658.487;1.095.035.183;"48.8932644351,2.4126765132"
125469898;Square Léon;33;-1.818.472.046;1.577.544.651;"48.8866739679,2.35320556909"
129089749;Brochant - Square des Batignolles;31;-840.535.004;1.164.866.097;"48.8881869858,2.31686114315"
27415297;Square Raymond Souplex;52;-889.857.281;-1.018.739.763;"48.8918372148,2.33542610317"
15299574;Charles Delescluze;49;369.490.423;844.674.179;"48.8524220085,2.38063249737"
263732151;Gambetta - Michelet;33;1.896.250.990;-1.909.520.180;"48.8527379238,2.42996603251"
66505513;François 1er - Lincoln;31;569.592.145;1.625.638.362;"48.8695179793,2.30242621884"
75313725;Ferrus - Saint-Jacques;34;488.313.878;23.408.563;"48.8313878,2.3408563"
460558111;Square du Bataclan;20;488.633.762;23.711.327;"48.8633762,2.3711327"
30550;Mairie du 9ème;24;1.823.261.265;566.700.054;"48.8732671376,2.34075344805"
478593396;Jean Moulin - Paul Doumer;20;930.457.959;-1.253.840.939;"48.8622179855,2.45533436537"
15310509;Choron - Martyrs;17;-1.666.409.016;164.735.481;"48.8778514435,2.33967013657"
278576043;Honoré d'Estienne d'Ovres - Grilles;18;632.426.524;1.235.285.547;"48.8905639474,2.40648318438"
653125838;Cours de l'Ile Seguin - Parc Billancourt;29;1.960.222.815;1.114.407.657;"48.8271405584,2.23423451185"
27363277;Place Saint-Ferdinand;38;1.013.020.971;558.766.190;"48.8781552979,2.28851804786"
102326776;Jardin de l'Hospice Debrousse;23;1.903.102.642;1.809.016.342;"48.8614510619,2.40568600595"
82572699;Damrémont - Ordener;30;-498.541.198;1.883.384.421;"48.893400393,2.33626652391"
27415246;Javel - André Citroën;45;-386.571.933;-1.111.211.273;"48.8462764855,2.27863680571"
428088564;La Jarry - Place Diderot;25;1.571.277.278;-218.548.131;"48.8497269404,2.45201379061"
213682190;Place Jacques et Thérèse Tréfouël;43;1.925.919.076;-1.260.593.275;"48.8427264983,2.31256574392"
54000556;Gare du Nord - Faubourg Saint-Denis;28;-1.280.999.296;1.867.231.637;"48.8796127655,2.35684029758"
1057354004;Chemin de Bretagne;29;48.825.147;225.936;"48.825147,2.25936"
1062685145;Bibliothèque Nationale;17;775.771.556;-691.996.406;"48.8682889935,2.33808930963"
653089942;Poissonniers - Championnet;28;-2.088.855.119;-2.050.024.747;"48.8954329973,2.35301781446"
66505510;Epée de Bois - Mouffetard;63;-406.263.965;-1.951.428.947;"48.8415086904,2.35006671399"
30730;Place de la Nation - Charonne;36;803.319.569;948.948.824;"48.8483646678,2.39976238598"
123546861;Place du Colonel Fabien;27;-185.010.790;2.131.566.532;"48.8775683209,2.36987918615"
653091206;Porte de Clignancourt - Ney;40;-355.017.065;-576.896.799;"48.899641124,2.34432142228"
1063410400;Alouettes - Maréchal de Lattre de Tassigny;22;-1.405.004.164;-23.124.914;"48.8551100929,2.49307002872"
1063421211;Barbès - Monique Maunoury;40;264.369.016;-504.296.899;"48.8155271882,2.36871693349"
323468705;Saint-Honoré - Musée du Louvre;22;-1.324.668.744;-404.447.250;"48.8634431328,2.33487818464"
74864208;Bagnolet - Place Saint-Blaise;28;4.885.973;240.334;"48.85973,2.40334"
42950428;Place du Docteur Yersin;50;-1.520.959.897;-249.866.101;"48.8201049499,2.37255837768"
27399547;Dominique Pado - Croix Nivert;22;4.883.656;228.976;"48.83656,2.28976"
35263507;Port Royal - Hôpital Cochin;23;-536.713.434;-647.146.963;"48.8383732338,2.34071787447"
6497;Duhamel - André Gide;20;2.110.885.358;376.187.588;"48.8365662244,2.3127071211"
653118283;Ancienne Mairie - André Morizet;25;48.838.311;2.234.077;"48.838311,2.234077"
82413301;Ménilmontant - Oberkampf;42;1.977.517.118;-621.409.686;"48.8666176587,2.38301344042"
100769544;Harpe - Saint-Germain;45;244.456.441;1.151.893.828;"48.851518815,2.34367031604"
210405211;Beaux-Arts - Bonaparte;20;697.520.202;287.063.803;"48.8564519854,2.33485188335"
457813746;Henri Barbusse - Stalingrad;16;1.058.531.956;-711.392.212;"48.8145807102,2.28753000498"
1805401614;Sèvres-Gallieni;27;1.434.261.120;459.106.056;"48.837743868,2.2281204164"
535500589;Hôpital Européen Georges Pompidou;65;874.340.399;-655.450.305;"48.8376953192,2.27537423372"
828134511;Porte de Vanves;32;-1.004.989.825;-198.979.523;"48.8280128494,2.30568788946"
586649404;Conservatoire de Musique;25;-691.730.351;126.057.318;"48.7709358667,2.40340143442"
271426439;Buisson Saint-Louis - Saint-Maur;19;118.288.631;-1.976.160.418;"48.8717468493,2.37225283288"
303695607;Pont-Neuf - Quai du Louvre;30;364.291.801;-1.982.015.118;"48.8582958983,2.34237145633"
27415736;Jean Jaurès - Presles;30;-178.194.789;-1.907.562.683;"48.907134415,2.39600572805"
572566600;Edouard Tremblay - Julian Grimau;30;427.060.791;-1.139.887.406;"48.7813838251,2.37235084176"
213685514;Place Robert Guillemard;24;-199.073.686;66.328.465;"48.8361917281,2.28112671601"
213688462;Sablons - Georges Mandel;38;48.863.875;228.189;"48.863875,2.28189"
213690847;Reims - Raymond Pitet;37;488.888;2.296.319;"48.8888,2.296319"
362869414;Hôpital Bégin;26;-144.347.274;513.141.940;"48.8457167211,2.42724627256"
42743053;Stephenson - Doudeauville;36;-1.939.599.174;-483.803.602;"48.8885370489,2.35616102815"
82337423;Varenne;47;-1.978.138.447;1.986.608.285;"48.8572026618,2.31527712196"
376526598;Mairie des Lilas;47;488.792.834;24.160.182;"48.8792834,2.4160182"
985828965;Place de Verdun;40;488.202.823;2.473.775;"48.8202823,2.473775"
82571110;Verdun - Place Henri IV;26;896.994.990;-72.748.032;"48.8707973756,2.22770031542"
1333959209;Génie - Mozart;19;-2.025.305.000;1.058.261.306;"48.7949023812,2.37341836095"
76199110;Université Paris Dauphine;70;1.555.654.378;1.137.865.514;"48.87070784,2.27486561984"
102289046;Lourmel - Marie Skobtsov;22;48.844.974;2.287.283;"48.844974,2.287283"
124402232;Belleville - Télégraphe;41;488.756.045;23.995.549;"48.8756045,2.3995549"
63769334;Emile Blemont - Poteau;39;488.943.782;23.415.122;"48.8943782,2.3415122"
224256188;Beaujon - Wagram;29;-98.296.014;-593.297.115;"48.875352456,2.29644164443"
37920;Traversière - Ledru-Rollin;34;1.137.724.197;1.577.741.445;"48.8507358241,2.37587011171"
36151;Favart - Italiens;17;133.521.512;-1.759.241.309;"48.8714463539,2.33829010585"
256403519;Place Pigalle;21;488.827.555;23.361.566;"48.8827555,2.3361566"
486750405;Ney - Porte de Montmartre;25;48.897.918;23.364.872;"48.897918,2.3364872"
1056959071;Place Mireille Havet;43;48.850.533;2.383.756;"48.850533,2.383756"
129081441;Vignes - Boulainvilliers;21;-264.317.528;-1.286.638.747;"48.856399484,2.27524045855"
82590367;Place Marcel Sembat;56;-1.705.881.058;-1.797.832.025;"48.8332886503,2.24417477846"
271540743;Gare de Clichy-Levallois;26;1.294.906.757;-159.892.125;"48.8967982748,2.29846805334"
100905057;Londres - Amsterdam;23;962.965.981;-1.459.025.968;"48.8780344615,2.32648354097"
272638713;Charles de Gaulle - Louis-Philippe;28;-278.005.349;-647.894.402;"48.8816213111,2.27128300904"
653079520;Averroès - Aimé Césaire;19;214.004.640;-798.373.788;"48.9140532343,2.41263695061"
213685863;Parc Suzanne Lenglen;52;815.995.282;2.102.915.145;"48.8332506905,2.27654032409"
101756482;Convention - Vaugirard;48;-975.342.780;-79.247.716;"48.8376768223,2.29558692602"
653135378;Amaury Duval - Gabriel Péri;36;-1.198.504.069;-1.844.486.556;"48.8171875967,2.32384175062"
458086607;Président Wilson - Baudin;28;-1.969.326.916;-1.417.352.052;"48.898268871,2.28493362665"
85155919;Estienne d'Orves - Henri Ginoux;31;1.114.838.746;-1.866.847.771;"48.8153882204,2.32088679076"
653083263;Lucien Bossoutrot - Général Martial Vallin;39;-38.500.819;-648.581.395;"48.8369560463,2.27410722524"
488889101;Bessières - Porte de Clichy;33;1.949.352.978;108.925.170;"48.8961176245,2.31790903956"
491932748;Porte des Lilas - Faidherbe;39;94.259.954;1.949.376.140;"48.8786185567,2.41203278303"
82336035;Saint-Germain - Ciseaux;18;-1.497.912.205;412.651.343;"48.8533052776,2.33446546188"
213894629;Square Denise Buisson;45;1.202.876.390;-1.233.466.467;"48.8562322731,2.42643624544"
1057748427;Rottembourg - Général Michel Bizot;43;1.988.547.434;954.724.801;"48.8378782599,2.40440525115"
437741660;Saint-Denis - Rivoli;43;-1.617.205.178;-1.073.813.907;"48.8590593408,2.34769430012"
49498164;Mairie du 8ème;14;48.877.932;2.318.264;"48.877932,2.318264"
653144717;Camille Risch - Paul Armangot;25;48.774.703;2.373.685;"48.774703,2.373685"
1062874070;Jourdan - Cité Universitaire;39;521.937.348;1.820.472.526;"48.8198973432,2.33970079641"
101740379;Boulard - Daguerre;45;127.763.647;1.315.000.920;"48.8344236783,2.32945896685"
1062982815;Gare de Bellevue;0;48.818.953;2.229.511;"48.818953,2.229511"
128880156;Archives - Rivoli;25;2.066.370.303;480.198.822;"48.8573467074,2.35397670418"
443654970;Française - Etienne Marcel;37;-75.335.738;837.433.873;"48.8640533047,2.34758701175"
331153695;Square Emile - Chautemps;25;-1.697.489.008;-2.054.881.481;"48.8674337242,2.35363572836"
100759356;Montmartre - Etienne Marcel;16;-2.096.788.315;-883.340.425;"48.8650219458,2.34506844014"
1062827573;Bézout - Général Leclerc;30;910.189.479;-1.339.606.860;"48.828848045,2.32859730721"
96608796;Fille du Calvaire - Turenne;29;-1.988.554.797;-1.612.063.199;"48.8621050541,2.36496001482"
1074333296;Hippodrome Paris-Vincennes;0;488.234.284;24.504.295;"48.8234284,2.4504295"
54001189;Chaussée d'Antin - Haussmann;28;4.887.243;233.359;"48.87243,2.33359"
82574979;Arthur Ranc - Hôpital Bichat;26;980.818.378;1.686.530.303;"48.8978712501,2.33352184296"
1074352578;Parc Floral du Bel Air;0;4.883.922;2.434.263;"48.83922,2.434263"
653156540;Place de la Division Leclerc;35;-1.381.096.092;246.667.251;"48.7938249886,2.27311404306"
102339791;Place du Maréchal de Lattre de Tassigny;27;-1.582.161.185;697.729.639;"48.8217077153,2.28534314854"
653114003;Dôme - République;25;48.832.681;2.250.257;"48.832681,2.250257"
102287315;Félix Faure - Convention;44;-2.062.573.995;-2.039.230.369;"48.841249336,2.28838660085"
39776330;Buzenval - Vignoles;17;-2.043.077.766;2.126.227.027;"48.8538581717,2.40000408143"
102751453;Hôtel de Ville de Vincennes;27;-1.904.791.085;-1.886.517.523;"48.8482760971,2.43989557028"
54000583;Tombe Issoire - René Coty;36;-110.366.605;-1.661.413.221;"48.8305128767,2.33436137438"
28233012;Marceau - Président Wilson;32;488.652.359;23.002.513;"48.8652359,2.3002513"
124167835;Lavoisier - Missak Manouchian;18;960.484.671;-181.354.212;"48.862864689,2.49567646533"
27415371;Charonne - Alexandre Dumas;35;837.926.983;-141.737.138;"48.8560774151,2.39486932755"
35471668;Flandre - Ourcq;30;-1.761.558.497;908.674.689;"48.8926015919,2.37909156829"
27415004;Général Michel Bizot - Claude Decaen;38;368.215.440;-1.880.009.256;"48.8348126298,2.40092778813"
129026597;Caumartin - Provence;22;1.342.384.497;1.452.798.006;"48.8744227734,2.32846856117"
210397939;Thouin - Cardinal Lemoine;17;1.619.677.959;-78.885.639;"48.8450471666,2.34946478513"
15433394;Custine - Ramey;41;-660.092.562;26.780.107;"48.8887358969,2.34695266932"
129021753;Moncey - Blanche;17;-1.202.822.940;-117.458.509;"48.8800658747,2.33108103275"
230877798;Chartres - La Charbonnière;34;488.847.601;23.534.657;"48.8847601,2.3534657"
210753033;Gare d'Austerlitz;14;48.842.524;2.364.044;"48.842524,2.364044"
13718041;Square Simon Bolivar;24;800.467.601;-1.226.654.108;"48.8750898883,2.38263040781"
209057581;Gabriel Péri - Francisco Ferrer;18;-1.145.285.327;1.157.912.810;"48.8863371024,2.40733891726"
27206194;Saint-Jacques - Val de Grâce;20;488.417.514;23.413.893;"48.8417514,2.3413893"
76199461;Championnet - Vauvenargues;33;-1.779.923.714;15.256.000;"48.8940187474,2.33198728412"
54000577;Arago - Glacière;27;865.041.374;-678.008.557;"48.8348605478,2.34457705243"
27415512;Parc Roger Salengro;36;1.612.741.556;190.318.224;"48.9053038586,2.31055945158"
54000626;Madame de Sanzillon - Mozart;22;1.208.529.821;-1.258.917.744;"48.9037982077,2.31874018908"
49368561;Jules Ferry - Faubourg du Temple Paris;58;48.868.397;23.678.933;"48.868397,2.3678933"
376664868;Gaston Roussel - Commune de Paris;30;-1.684.886.204;-1.237.917.866;"48.8943203455,2.43255227442"
38263504;Place Jacques Madaule;25;340.565.694;1.370.970.084;"48.8239337873,2.26069182158"
66491392;Parmentier - Hôpital Saint-Louis;43;2.075.489.661;-2.145.756.675;"48.8713798743,2.36989638367"
49085250;Departement - Pajol;19;-123.007.352;1.674.419.956;"48.8866748497,2.36136116087"
27363096;Charenton - Wattignies;33;2.001.279.795;1.582.857.261;"48.8366757964,2.39179585556"
27033125;Pierre Ginier - Clichy;16;488.867.667;2.326.228;"48.8867667,2.326228"
224598098;Dunois - Clisson;51;48.832.294;23.674.523;"48.832294,2.3674523"
220726050;Mézières - Rennes;55;671.295.335;1.582.054.315;"48.8502345932,2.33038198203"
54000605;Mairie du 18ème;40;-2.033.084.795;1.654.932.244;"48.8929392969,2.34455108643"
84979504;Provence - Chaussée d'Antin;25;477.829.944;1.815.984.663;"48.8742844754,2.33297651156"
82404497;Ledru-Rollin - Place du Père Chaillet;37;-401.062.696;-452.198.638;"48.8564337069,2.37902058776"
2002864789;Strasbourg - Saint-Denis;16;345.966.482;453.460.871;"48.8696016424,2.35429085791"
54000608;Porte d'Aubervilliers;55;740.740.712;1.592.526.385;"48.8985966194,2.36897226423"
37903195;Transvaal - Charles de Gaulle;27;-1.856.449.786;-826.877.333;"48.8482804036,2.23734201209"
100906707;Boulets - Faubourg Saint-Antoine;43;1.922.432.959;-1.003.798.403;"48.8492592621,2.39175461419"
484423835;Président Wilson - Jean Jaures;27;-233.428.566;1.640.690.234;"48.8903405405,2.29206830263"
210583589;Place Jacques Bonsergent;33;1.416.095.562;-1.639.202.767;"48.8709482186,2.3612049222"
37647;Gare du Nord - Dunkerque;29;200.807.422;-822.427.125;"48.8804235084,2.35276367515"
1002738770;Lavandieres Sainte Opportune - Rivoli;27;-1.055.878.217;-2.023.774.097;"48.8592797025,2.34662175179"
82381710;Batignolles - Rome;15;1.710.873.750;-254.729.580;"48.8818233706,2.32025898993"
213699079;Macdonald - Césaria Evora;67;4.889.883;237.933;"48.89883,2.37933"
54000541;Vieille du Temple - Francs Bourgeois;29;1.239.225.911;-1.974.602.968;"48.8582564134,2.35821794719"
210389577;Daunou - Louis le Grand;17;48.869.113;2.332.515;"48.869113,2.332515"
54000561;Lamartine - Faubourg Montmartre;32;1.500.342.972;651.392.462;"48.8766139829,2.33976569027"
43219958;Odessa - Départ;39;2.103.893.306;84.103.389;"48.8428855901,2.32442814857"
82436057;Moulin de la Pointe;22;-674.279.051;945.407.065;"48.8209294605,2.35631793737"
265266148;Pierre Brossolette - Adolphe Pinard;24;2.003.245.701;-1.886.569.440;"48.8217722795,2.31315582991"
1109534105;Demi-Lune - Aristide Briand;20;843.712.209;-99.408.800;"48.8762638192,2.4562818557"
291354793;Gare de Lyon - Van Gogh;51;1.832.053.425;1.033.765.729;"48.8438397856,2.37044502404"
221032834;Metz - Faubourg Saint-Denis;48;48.870.893;2.353.521;"48.870893,2.353521"
54000617;Docteurs Déjérine - Pte de Montreuil;20;1.997.952.577;-1.369.413.434;"48.8539844813,2.41208288897"
213686749;Place de la Porte de Passy;36;749.364.938;-1.557.312.661;"48.8573410955,2.26441655388"
82375611;Batignolles - Beudant;44;-1.842.228.217;-599.949.845;"48.8821640147,2.31985297054"
38192;La Motte-Picquet - Grenelle;34;-1.257.929.925;-1.578.721.467;"48.8485832134,2.2993478179"
102343591;Louis Pasteur - Albert Petit;31;48.796.261;2.317.289;"48.796261,2.317289"
1057383154;Gare RER les Ardoines;49;1.946.730.493;-1.740.338.716;"48.7835375748,2.40777410567"
54000599;Lemercier - Cardinet;24;-892.820.702;-2.042.431.967;"48.8900971689,2.3173776269"
653139063;Pont de Suresnes;52;1.361.918.929;2.097.005.927;"48.8674150923,2.22589466796"
129106450;Joseph Dijon - Ornano;37;863.454.305;346.018.224;"48.8937445335,2.3476678133"
1057753858;Place Charles Michels;37;48.846.401;228.502;"48.846401,2.28502"
101738550;Didot - Place de Moro-Giafferi;22;488.337;23.215;"48.8337,2.3215"
27363337;Bréguet - Sabin;33;-645.955.290;-1.132.999.360;"48.8569316783,2.37067494621"
41464928;Sèvres - Lecourbe;62;488.447.677;23.110.086;"48.8447677,2.3110086"
82554449;Porte Molitor;60;191.691.401;1.491.215.579;"48.8452476351,2.25690152496"
54000630;Madeleine Michelis - Roule;25;-1.163.517.381;-1.967.952.821;"48.8827720972,2.27743450552"
66491379;Place des Abbesses;12;-1.942.808.995;1.991.042.471;"48.8845427261,2.33868677169"
66491381;Leibniz - Jean Dollfus;32;-1.710.702.958;-883.572.676;"48.8963283485,2.33339042383"
129023855;Parme - Clichy;24;-1.406.958.712;-1.598.495.925;"48.8812664242,2.32819709345"
66491367;Beaubourg - Michel-le-Comte;17;1.980.239.135;-1.789.179.708;"48.8625349418,2.35431030393"
85031184;Molitor - Michel-Ange;53;787.847.154;-355.156.427;"48.8451820815,2.26211277357"
213680553;Adolphe Pinard - Victor Hugo;52;2.123.534.468;881.861.360;"48.8236825875,2.30778437108"
653104215;Sorbier - Gasnier-Guy;34;31.488.450;-1.152.212.727;"48.865217631,2.39365965128"
653175838;Gare de Chaville Rive Gauche;18;48.805.072;2.188.594;"48.805072,2.188594"
101015227;Chevaleret - Louise Weiss;35;1.094.867.345;-1.401.295.982;"48.8325865134,2.37121138812"
27415194;Gergovie - Alésia;36;-1.335.287.925;-806.674.125;"48.8308871746,2.31888210121"
54000610;Jean de la Fontaine - Boulainvilliers;69;1.485.266.707;1.856.452.652;"48.8526479146,2.27586641908"
124176568;Rampal - Belleville;17;-1.255.504.589;884.954.901;"48.8730216016,2.37991098315"
27415500;Point du Jour - Jean Jaurès;26;97.652.785;53.492.189;"48.8287531414,2.24591146701"
27415128;Ivry - Baudricourt;20;1.695.726.046;-2.112.550.916;"48.8246959954,2.36310607358"
80101533;Chazelles - Courcelles;35;-1.616.190.822;557.908.396;"48.879406605,2.30344556272"
907054879;Liberté - Vert-de-Maisons;20;652.181.579;-2.140.657.808;"48.7901478096,2.43286281824"
88230992;De Toqueville - Terrasse;30;48.882.428;2.314.002;"48.882428,2.314002"
129088667;Jonquière - Docteur Paul Brousse;40;-1.234.177.583;-1.602.049.120;"48.8947998167,2.31870521217"
210582921;Boudreau - Auber;14;4.887.219;2.329.423;"48.87219,2.329423"
129087587;Legendre - Clichy;40;-686.671.476;-360.021.400;"48.8889616186,2.32252897509"
82379648;Lisbonne - Monceau;33;-229.610.649;-1.751.415.822;"48.8774556768,2.30969422142"
54000569;Saint-Ambroise - Parmentier;38;-2.004.479.893;460.389.699;"48.8621478445,2.3772348091"
129043651;Roquette - Thiéré;23;-188.751.310;1.983.703.479;"48.8550793058,2.37336863187"
129034587;Récollets - Square Villemin;17;-955.481.432;177.287.464;"48.8750346559,2.3598012386"
593238093;Victoire - Chaussée d'Antin;24;114.867.948;509.595.928;"48.875065791,2.33167380095"
210396518;Estrapade - Ulm;16;1.085.909.895;875.008.902;"48.8451277283,2.34545681704"
82253759;Mairie du 7ème;27;488.577.967;23.192.664;"48.8577967,2.3192664"
1062179194;18 juin 1940 - Buzenval;25;48.868.807;2.185.428;"48.868807,2.185428"
129001431;Courcelles - Place des Ternes;31;-1.073.339.404;1.877.632.211;"48.8781999289,2.29928601887"
217572769;Anatole France - Jean Lolive;28;488.949.922;24.253.764;"48.8949922,2.4253764"
35196898;Gare d'Austerlitz - Quai Saint-Bernard;27;-922.133.380;-1.220.049.462;"48.8436903086,2.36571639776"
82421013;Charenton - Place du Col Bourgoin;35;814.841.041;1.662.173.301;"48.8448673196,2.38257893505"
253357936;Félix Faure - Lourmel;58;1.459.885.771;-1.380.885.101;"48.8386890171,2.2818081826"
252301607;Charles de Gaulle - Madrid;22;-729.441.029;-1.677.642.509;"48.8844322704,2.26080447435"
10968855;Colonel Monteil - Brune;19;262.219.933;-26.621.315;"48.8265029331,2.30927479983"
221038698;Mahatma Gandhi;26;48.876.356;2.264.205;"48.876356,2.264205"
39256416;Pajol - Riquet;47;-1.244.902.264;-196.527.036;"48.8896002813,2.36285347492"
85120104;Pelleport - Belgrand;15;-174.928.539;1.741.460.373;"48.8650008185,2.40398083638"
126175087;Gabrielle Josserand - Edouard Vaillant;25;328.193.356;-891.647.072;"48.9027156626,2.39332705736"
653080986;Toffier Decaux - Cartier Bresson;15;1.208.671.869;-1.732.681.259;"48.9016507255,2.40175455809"
653063170;Place de la Porte de Paris;40;48.930.292;2.356.183;"48.930292,2.356183"
54000546;Sénat - Condé;33;159.238.827;-236.569.753;"48.8495422779,2.3379394412"
54000611;Manin - Simon Bolivar;26;-1.342.598.844;-224.417.600;"48.8764996541,2.3794073626"
120827885;Messine - Place Du Pérou;12;105.734.952;955.423.222;"48.875448034,2.31550801901"
100872260;Duroc - Place de Breteuil;42;-1.846.005.203;500.692.254;"48.8474606411,2.31261402369"
27363256;Thérèse - Opéra;25;2.065.786.639;-1.563.236.500;"48.8664835145,2.33443342122"
1036226943;Parc de Sceaux - Centre-Ville;33;-1.316.046.032;335.653.295;"48.7769529826,2.29572147131"
268976295;Butte aux Cailles - Esperance;36;-566.070.428;-1.427.894.602;"48.8275877419,2.34921511263"
124390478;Commandant l'Herminier - Gallieni;17;-905.186.157;1.709.666.159;"48.8470405526,2.41604536772"
392576677;Senard - Charles Blum;24;2.062.832.799;890.160.443;"48.8573158248,2.22109168768"
